datetime,temp,humidity,windspeed,sealevelpressure
2019-03-24,10.8,48.2,8,1021.9
2019-03-25,11.1,47.1,18.5,1013.1
2019-03-26,4.9,71.9,21,1019.9
2019-03-27,5.2,56.7,15.2,1025.7
2019-03-28,5.1,44.5,15,1028.2
2019-03-29,6.7,46.9,17,1028.5
2019-03-30,8.9,50.3,10.1,1024.9
2019-03-31,11.1,47.6,10.7,1018.9
2019-04-01,11.9,44.7,9.9,1016.7
2019-04-02,12.2,49.3,19.2,1016.8
2019-04-03,12.6,45.4,21.2,1013
2019-04-04,13.3,46.1,21.3,1009.4
2019-04-05,12.5,56.2,27.9,1005.8
2019-04-06,12.8,63.7,15.4,1007.3
2019-04-07,13.1,62.1,18.6,1006.5
2019-04-08,11.2,79.4,13.1,1004.1
2019-04-09,12.3,81.2,15.2,1004.7
2019-04-10,13.1,76.2,12.5,1005.9
2019-04-11,11.2,82.8,13.2,1008.5
2019-04-12,6.2,92.9,18.9,1012.1
2019-04-13,5.3,90.4,11.4,1014.7
2019-04-14,7.1,89.2,10.6,1014.3
2019-04-15,8.3,90.7,11.8,1017
2019-04-16,9.5,64,14.2,1019.6
2019-04-17,8.8,59.5,18.7,1019.7
2019-04-18,9.8,73.7,14.2,1024.7
2019-04-19,11.7,61.8,17.2,1027.5
2019-04-20,10.7,54.1,14.2,1026.7
2019-04-21,11.8,44.6,10.6,1023
2019-04-22,14.2,47,28,1015.7
2019-04-23,12.3,71.1,33.2,1014.2
2019-04-24,16.6,58.5,21.3,1017.9
2019-04-25,18.2,54.9,15.5,1020.1
2019-04-26,19.7,51.3,15.6,1017
2019-04-27,13.8,78.2,23.9,1014.4
2019-04-28,11.3,75.7,15.8,1014.6
2019-04-29,9.5,89.8,13.7,1011.9
2019-04-30,8.8,89.4,23.1,1009.3
2019-05-01,9.8,85.1,20,1010.5
2019-05-02,12.8,69.1,17.8,1012
2019-05-03,14.1,60.6,17.9,1011.2
2019-05-04,13.4,68.1,10.6,1006.8
2019-05-05,11.2,92.9,19.9,1002.1
2019-05-06,5.9,90.6,23,1008.3
2019-05-07,5.9,83.9,24.5,1016.2
2019-05-08,8.8,65,12.3,1016.4
2019-05-09,10.4,81.7,11.5,1008.2
2019-05-10,12.7,73.8,17,1011
2019-05-11,14.6,65,14.1,1015
2019-05-12,15.8,67.1,17.6,1013.3
2019-05-13,13.9,84.6,18.8,1015.6
2019-05-14,7,96.6,25.3,1016.2
2019-05-15,7.1,87.9,11.7,1013.9
2019-05-16,8.6,90.3,10,1014
2019-05-17,10.9,84.7,14.4,1013
2019-05-18,14.4,76.1,10.7,1009.9
2019-05-19,15,80,13.2,1006.9
2019-05-20,14.5,72.5,20.4,1007.9
2019-05-21,14.5,66.1,21.9,1011.1
2019-05-22,15.3,74.4,16,1013.8
2019-05-23,13.9,85.5,12.2,1015.8
2019-05-24,14.1,77.8,18.2,1013.9
2019-05-25,16.7,69.2,12,1015
2019-05-26,17.5,72.2,14.2,1015.9
2019-05-27,16.6,89.2,14.4,1013.6
2019-05-28,17.3,77,17.9,1008.8
2019-05-29,16,82.8,13.7,1011.6
2019-05-30,13.4,89.5,17,1019.8
2019-05-31,11.8,89.1,13.6,1022.2
2019-06-01,13.2,94.2,14.8,1018.6
2019-06-02,15.4,83.9,10.6,1018.2
2019-06-03,15.8,90.6,17.6,1015.2
2019-06-04,16.5,90.1,11,1013.5
2019-06-05,17.2,85.7,10.7,1012.1
2019-06-06,19.5,79.2,13.9,1014.1
2019-06-07,22.3,65.3,11.4,1018.2
2019-06-08,23.7,61.9,21.4,1020.7
2019-06-09,22.2,73,9.4,1023.2
2019-06-10,22.3,73.3,10.7,1018.1
2019-06-11,22.3,69.7,17.8,1014.3
2019-06-12,22.7,70.8,16.3,1014.8
2019-06-13,25.5,64.4,10.4,1015.5
2019-06-14,24.9,60.7,14.6,1019.3
2019-06-15,24.4,65.9,14.3,1017
2019-06-16,24.8,65.4,26.6,1014
2019-06-17,20.3,82.9,19.5,1017.7
2019-06-18,20.1,86,10.5,1017.5
2019-06-19,21.1,82.1,10.1,1015
2019-06-20,21.7,73.5,16.8,1014.2
2019-06-21,21.8,74.9,10.2,1016.9
2019-06-22,23,71.6,12.3,1017.7
2019-06-23,20.4,86,22.7,1015.2
2019-06-24,20.1,85.8,11.5,1018.7
2019-06-25,21.8,83.9,11.9,1023.4
2019-06-26,23.8,73.7,12.5,1025.3
2019-06-27,24.5,70.7,11.5,1020.6
2019-06-28,21.4,73.4,18.8,1018.2
2019-06-29,19.4,61.8,14.2,1021.8
2019-06-30,20.4,65.7,8.7,1023.3
2019-07-01,24.7,59,10.7,1020
2019-07-02,25.3,63.3,17.6,1016.2
2019-07-03,22.9,67.8,14.8,1018.1
2019-07-04,21.4,70.4,18.5,1020.1
2019-07-05,21.2,71,13.1,1018.1
2019-07-06,23.6,59.2,14.2,1015.3
2019-07-07,23.9,62.3,18.4,1011
2019-07-08,20.4,76.3,13.5,1014.8
2019-07-09,18.9,81.7,12.8,1015.6
2019-07-10,14.4,89.8,11.3,1015.4
2019-07-11,16,68.3,14.7,1015
2019-07-12,16.9,68.4,10.6,1014.6
2019-07-13,16.9,78.9,14.5,1012
2019-07-14,15.8,88.7,16.2,1011.7
2019-07-15,17,81.5,11.7,1012.7
2019-07-16,17.9,66.4,12.6,1013.7
2019-07-17,18.8,67.4,13.1,1014.3
2019-07-18,20.2,66.6,17.6,1014.2
2019-07-19,20.5,71.4,11.6,1017.7
2019-07-20,22.2,66.3,7.1,1019.8
2019-07-21,23.7,62.6,8.2,1020.8
2019-07-22,22.8,70.5,15.7,1022.9
2019-07-23,22.3,68,14.3,1020.6
2019-07-24,22.3,68.9,15,1019
2019-07-25,22.8,67.2,7.8,1019.6
2019-07-26,23.5,65.7,12.3,1014.3
2019-07-27,24,66.9,14.7,1008.2
2019-07-28,22.6,69.6,17.5,1003.5
2019-07-29,19.6,85.2,13.7,1005.4
2019-07-30,21.6,77.8,12.3,1011.4
2019-07-31,23.5,78.1,15.2,1013.9
2019-08-01,23.1,77.3,13.7,1016
2019-08-02,22.2,80,14.2,1014.1
2019-08-03,18.9,88.2,20.5,1011.3
2019-08-04,18.4,77.5,17.5,1015.9
2019-08-05,19.2,70.3,9.6,1018
2019-08-06,21.7,60.6,10.7,1017
2019-08-07,24.7,60.1,9.8,1015
2019-08-08,26,59.6,10.7,1013.5
2019-08-09,24.3,70,10.1,1016.9
2019-08-10,25.4,66.4,10.4,1017.2
2019-08-11,25.9,64,10.8,1018.1
2019-08-12,27.2,57.7,15.5,1015.8
2019-08-13,26.4,60.8,16.9,1013.4
2019-08-14,17.7,90.9,27.6,1015.2
2019-08-15,17.3,73.9,15.8,1016.9
2019-08-16,17.1,64.2,10.2,1017.7
2019-08-17,18.8,68.3,8.7,1018.7
2019-08-18,21,57.7,8,1018.1
2019-08-19,23.6,52.8,14.1,1018.5
2019-08-20,24.8,51.9,12.6,1020.1
2019-08-21,24.8,51.4,14.2,1020.6
2019-08-22,22.3,70.4,20,1023.6
2019-08-23,23.5,71.1,11.5,1023.3
2019-08-24,23.9,64.9,21.1,1021.1
2019-08-25,22.3,71.4,13.9,1020.3
2019-08-26,22.8,68.8,14.5,1020.3
2019-08-27,22.4,72,13.5,1020.8
2019-08-28,23.8,57,18.8,1020.2
2019-08-29,23.7,52.4,14.6,1019.3
2019-08-30,23.2,59.1,10.6,1020.3
2019-08-31,23.6,57.5,9.5,1018.6
2019-09-01,23.1,51.4,13.9,1015.4
2019-09-02,22.6,47.1,10.8,1014.6
2019-09-03,17.4,77.6,23.1,1020.5
2019-09-04,15.8,80.3,14.9,1021
2019-09-05,18,71.7,9.6,1015.9
2019-09-06,20.1,66.1,10.7,1017.7
2019-09-07,19.4,77.3,14.8,1016.1
2019-09-08,19.3,77.2,16.4,1016.2
2019-09-09,20.5,62.9,25.6,1013.8
2019-09-10,16.8,79,11.4,1019.5
2019-09-11,18.7,67.7,13.7,1022
2019-09-12,18.6,68.1,15.7,1027
2019-09-13,18.5,66.4,13.8,1029.8
2019-09-14,17.8,69.6,12.5,1028.7
2019-09-15,18.6,63.2,8.6,1026.9
2019-09-16,19.1,59.8,10.6,1020.6
2019-09-17,20,56.2,8.5,1015.9
2019-09-18,14,72.8,12.5,1020.5
2019-09-19,11.6,66.4,14,1023.8
2019-09-20,10.5,60.6,11.9,1026.1
2019-09-21,10.6,54.1,10.6,1026.2
2019-09-22,15,47.5,10.8,1020.2
2019-09-23,17.9,57.5,10.2,1014.6
2019-09-24,13.8,94.2,13.6,1012.2
2019-09-25,15.4,84.5,8,1012.6
2019-09-26,14.6,89.7,19.4,1014.4
2019-09-27,15,73.4,7.8,1019.2
2019-09-28,17.3,67.7,10.2,1018.9
2019-09-29,17.8,71.6,10.5,1017.9
2019-09-30,19.3,62.5,17.3,1012.6
2019-10-01,18.6,51.5,14.2,1015.2
2019-10-02,18.6,57.6,13.9,1008.6
2019-10-03,11.1,89.8,24.6,1011
2019-10-04,9.4,80.4,14.2,1013.7
2019-10-05,9.4,78.8,7,1010.7
2019-10-06,8.9,80.8,23.4,1015.5
2019-10-07,8.5,73.4,12.8,1015.6
2019-10-08,9.3,63.4,11.1,1021.2
2019-10-09,14.6,54.6,12.1,1017.9
2019-10-10,14.2,72.6,16.4,1018.3
2019-10-11,11.8,77.3,14.2,1025.6
2019-10-12,14.2,69.1,7.3,1024.1
2019-10-13,15.7,67.6,8.5,1023.4
2019-10-14,16.2,66.4,7.1,1021.8
2019-10-15,16.2,60.9,9.1,1017.9
2019-10-16,16.5,58.3,10.7,1017.3
2019-10-17,16.1,69.1,7.2,1019.7
2019-10-18,15.5,73.4,9.8,1018.7
2019-10-19,15.6,71.1,8.5,1018.6
2019-10-20,15.9,62.5,8.4,1020.6
2019-10-21,16.2,59.3,7.1,1023.3
2019-10-22,16.1,60.2,9.4,1024.5
2019-10-23,16.2,59.2,9,1021.9
2019-10-24,16,55.3,9,1018.4
2019-10-25,14.2,63,9.6,1020.3
2019-10-26,13.4,73.8,10.6,1024.4
2019-10-27,13.2,65,10.5,1021.3
2019-10-28,12.4,65.2,11.5,1017.7
2019-10-29,11.6,82.2,13.4,1018.1
2019-10-30,6.9,93.8,15.6,1023.5
2019-10-31,5.1,91.1,9.5,1024
2019-11-01,5.3,87.3,15.3,1021.1
2019-11-02,9.1,83,18.9,1012.1
2019-11-03,15.3,70.3,18.6,1004.5
2019-11-04,15.3,69.2,21.5,1001.3
2019-11-05,16.1,55.2,21.6,1005.5
2019-11-06,13.5,83.1,24.9,1006.1
2019-11-07,11.5,88.7,8.7,1008.4
2019-11-08,12.3,86.2,13.5,1008.7
2019-11-09,13.3,67.5,15.8,1010.7
2019-11-10,11.8,77.1,13.3,1009.7
2019-11-11,8.8,83.8,13.6,1017.1
2019-11-12,11.5,74.8,25.9,1008.7
2019-11-13,15.1,60,27.6,1003.1
2019-11-14,10.3,93.2,9.4,1010.6
2019-11-15,11.5,78.7,18.1,1013.1
2019-11-16,13.7,66.6,19.3,1016.6
2019-11-17,12.1,72.9,24.3,1014.7
2019-11-18,12.5,63.2,20.6,1015.5
2019-11-19,9.2,71.8,17.9,1020.3
2019-11-20,11.2,76.4,24.7,1013.6
2019-11-21,10.2,73.6,16.9,1014.8
2019-11-22,6.4,85.5,20,1016.6
2019-11-23,5.1,82.9,17.9,1016.5
2019-11-24,5.7,83,19.1,1014.2
2019-11-25,5.3,87.4,17.2,1011.5
2019-11-26,6.4,90.1,11.9,1012
2019-11-27,6.4,85.9,12.1,1009.9
2019-11-28,10.3,84.6,19.9,1006.5
2019-11-29,9.1,83.7,16.1,1008.5
2019-11-30,4.2,78.7,22.4,1018.5
2019-12-01,0,71.5,10,1024.6
2019-12-02,3.8,74,21.9,1019
2019-12-03,-0.1,93.2,20,1025.4
2019-12-04,-0.5,94,10.8,1028.5
2019-12-05,-2.1,92.3,7.3,1027.3
2019-12-06,0.7,88.9,9.4,1024.6
2019-12-07,5.6,90,9,1018.6
2019-12-08,4.4,93.5,9.4,1019.4
2019-12-09,5.2,82,12.2,1011.6
2019-12-10,4.5,92.9,25.9,1013
2019-12-11,0.8,92.6,19,1016.9
2019-12-12,0.9,96.1,7.6,1006.1
2019-12-13,4.8,80.4,21.4,995.9
2019-12-14,5,83.8,23,999.5
2019-12-15,4.5,74.5,13.4,1016.7
2019-12-16,6.4,68,13.1,1021.9
2019-12-17,7.6,72.8,15.8,1022
2019-12-18,6.6,77.2,13.6,1025.1
2019-12-19,6.9,75.4,10.8,1024.9
2019-12-20,8.8,72,16,1014.6
2019-12-21,14,54.6,25.8,1001.8
2019-12-22,10.8,73.5,29.5,991.6
2019-12-23,5.1,92.8,30.3,996.1
2019-12-24,4.6,82.1,34.4,1010.7
2019-12-25,3.7,87.7,16.8,1012.7
2019-12-26,3.2,90.8,24.6,1019.5
2019-12-27,1.6,84.6,14.8,1022.1
2019-12-28,-0.5,94.6,18.5,1025.5
2019-12-29,-2.6,93.5,19.4,1030.8
2019-12-30,-4.3,89.9,14.8,1035.5
2019-12-31,-4.5,86,12.3,1030.1
2020-01-01,-0.5,88.4,17.5,1031.9
2020-01-02,-0.6,82.4,8,1032.4
2020-01-03,-1.6,72.3,8.5,1027.7
2020-01-04,-0.9,82.6,11,1023.5
2020-01-05,0.1,86.4,27.5,1024.5
2020-01-06,-3.4,80.6,16,1030.1
2020-01-07,-4.5,81.6,10.3,1028.1
2020-01-08,-3.7,85.3,8.1,1031.6
2020-01-09,-1.4,78.6,7.6,1028
2020-01-10,1.7,65.1,12.1,1023.3
2020-01-11,1.4,82.5,11.4,1028.3
2020-01-12,-0.4,90.7,7.6,1029.2
2020-01-13,-1.5,89.2,6.4,1027
2020-01-14,-0.5,87.7,5.9,1026
2020-01-15,0.3,85.9,7.8,1028.6
2020-01-16,-0.8,88.6,8.1,1030.4
2020-01-17,-1.3,91.6,12.9,1027.5
2020-01-18,-2.1,92.6,9.3,1023.8
2020-01-19,-2,96.3,7.3,1027.7
2020-01-20,-1.6,95,7.1,1041.1
2020-01-21,-2,88,9.5,1042.6
2020-01-22,-1.2,70.9,18,1032.1
2020-01-23,-0.8,81.4,15.9,1033.5
2020-01-24,0.1,65.8,11.5,1027.8
2020-01-25,3.2,73.5,18.2,1024.4
2020-01-26,5.3,80.9,9.5,1021.2
2020-01-27,3.1,98.9,14.7,1017.3
2020-01-28,4.8,80.8,18.2,1011.2
2020-01-29,3.3,89.4,23.8,1010.3
2020-01-30,1.8,81.2,16.6,1019.1
2020-01-31,5.1,66.1,19.1,1016.2
2020-02-01,8.5,71.6,15.2,1017.2
2020-02-02,9.6,72.9,17.2,1016.5
2020-02-03,9.4,76.9,17,1014.8
2020-02-04,7,84.4,39.5,1004.9
2020-02-05,0.2,92,37.9,1006
2020-02-06,-2.1,67,35.4,1023
2020-02-07,1.2,78,18,1025.2
2020-02-08,1.5,73.3,10.6,1029.6
2020-02-09,2.1,68.5,15.7,1028.6
2020-02-10,6.6,60.9,29.8,1016.5
2020-02-11,4.7,89.9,28.7,1011.1
2020-02-12,3.6,79.6,13.7,1018.2
2020-02-13,3.3,69.2,12.1,1021.8
2020-02-14,5,82.4,17.4,1016.5
2020-02-15,4.3,85.5,12.8,1027.5
2020-02-16,4.1,73.2,11.8,1028.6
2020-02-17,8.1,54.3,12.6,1023.3
2020-02-18,6.5,73.2,19.1,1023.5
2020-02-19,5.9,69.3,8.6,1020.4
2020-02-20,3.1,81.4,20.9,1021.8
2020-02-21,2.4,72.2,16.1,1024
2020-02-22,2.8,64.3,14.7,1029.9
2020-02-23,6.4,53.9,15.2,1022.9
2020-02-24,7.4,55.7,22.5,1019.2
2020-02-25,8.9,58.6,18.4,1010.9
2020-02-26,10,61.5,23.8,1000.3
2020-02-27,1,87.7,24.6,1006.7
2020-02-28,2.6,75.4,24.6,1010.4
2020-02-29,3.7,60.3,16.1,1017.7
2020-03-01,8.1,54.7,17.6,1011.1
2020-03-02,12.9,50.7,22.9,1004.7
2020-03-03,13,62.8,24.7,1001.8
2020-03-04,5.2,92.9,21.3,1007.9
2020-03-05,4,71.6,11.8,1010.4
2020-03-06,6.4,77.2,17.2,1003.2
2020-03-07,5.8,91.6,18.7,1009.6
2020-03-08,3.1,92,14.2,1017.8
2020-03-09,4.3,88.7,9,1014
2020-03-10,5.2,83.4,15.2,1014.8
2020-03-11,9,70,11,1018
2020-03-12,14.1,58.1,18,1018.4
2020-03-13,11.8,61.2,27.3,1015.8
2020-03-14,6.8,64.1,9.4,1019.4
2020-03-15,4.9,64.1,16.9,1023.7
2020-03-16,4.9,61.9,23.8,1027.8
2020-03-17,8.2,49,14.7,1028.2
2020-03-18,8.6,52.8,14.4,1028.7
2020-03-19,9.2,48.3,7.6,1026.1
2020-03-20,11.3,46.5,8.7,1021.4
2020-03-21,11.8,46.5,17.8,1015.5
2020-03-22,2.8,79.8,20.7,1021.5
2020-03-23,-1.3,63.9,15.3,1022.8
2020-03-24,-2.6,94.8,22.8,1020.1
2020-03-25,-1.5,87.9,21.3,1022.2
2020-03-26,2.7,78.8,27.6,1018.4
2020-03-27,6.8,65.8,23.8,1016.9
2020-03-28,7.5,64.2,10.8,1014.2
2020-03-29,9.2,59.5,15.6,1012
2020-03-30,5.9,62.8,21.6,1016.2
2020-03-31,0.6,67.2,14.1,1021.1
2020-04-01,-0.7,79.8,17.8,1018.5
2020-04-02,2.1,72.5,13.3,1015.1
2020-04-03,6.5,64.6,10.7,1013.1
2020-04-04,8.8,53.3,15.9,1018.2
2020-04-05,9.8,51.3,28.6,1023.9
2020-04-06,8.8,40.4,26.7,1029
2020-04-07,8.6,34,21.4,1031.6
2020-04-08,9.2,37.6,18.1,1028.6
2020-04-09,11.7,38,10.9,1022.8
2020-04-10,13.4,40.1,17.8,1021.5
2020-04-11,12.7,47.7,17.7,1022.8
2020-04-12,12.9,46.7,10.6,1021.9
2020-04-13,15.5,41.9,19,1015.6
2020-04-14,7.3,73.4,22.8,1015.4
2020-04-15,4.5,72.6,11.5,1024.2
2020-04-16,10.1,53.5,10.6,1022.1
2020-04-17,15.3,44.2,13.7,1016.3
2020-04-18,17,42.1,10.6,1015.6
2020-04-19,17.4,47.3,15.3,1013.3
2020-04-20,12.2,61,13.2,1017.2
2020-04-21,8.2,81.7,20.8,1017.1
2020-04-22,8.5,68.4,17.8,1019.9
2020-04-23,10.3,53.6,15.2,1019.2
2020-04-24,12,47.1,10.6,1014.6
2020-04-25,15.3,43.7,19.1,1007.9
2020-04-26,12.4,62.1,14,1011.1
2020-04-27,13.1,65.1,10.6,1013.4
2020-04-28,17.2,50.6,10.1,1011.6
2020-04-29,14.3,71.8,16.3,1009.3
2020-04-30,13.8,75.2,14.8,1010.5
2020-05-01,12.9,79.8,21.3,1009.8
2020-05-02,10.5,95.3,15,1008.2
2020-05-03,9.7,81.9,25.2,1012.9
2020-05-04,10.9,64.3,24,1017.5
2020-05-05,13.7,61.3,11.1,1014.8
2020-05-06,9.6,76,19,1016.6
2020-05-07,11.2,58.2,24.5,1019.5
2020-05-08,13.9,54.3,14.1,1021
2020-05-09,17.1,54.6,7.4,1016
2020-05-10,19,50.3,13.5,1013.1
2020-05-11,20,40.6,18.3,1008.2
2020-05-12,14.8,62.2,21.9,1012.1
2020-05-13,17.7,60,21.2,1015.5
2020-05-14,21.5,54.4,20.7,1011.3
2020-05-15,20.1,57.5,18.8,1011.9
2020-05-16,15.3,73.9,14,1022.1
2020-05-17,16.4,83.4,11.9,1020.3
2020-05-18,16,87.5,11.2,1022.6
2020-05-19,18.1,85.9,12.6,1018.2
2020-05-20,14.8,94.7,16.6,1012.8
2020-05-21,13.2,69,21.5,1017.1
2020-05-22,12.9,55.6,14.8,1023.2
2020-05-23,13.9,71.7,10,1024.2
2020-05-24,12.9,82.4,28.4,1024.3
2020-05-25,12.2,73.4,17.7,1025.4
2020-05-26,9.7,95.8,17.6,1024.1
2020-05-27,10.6,92.6,17.7,1025.4
2020-05-28,12.6,82.8,18.9,1021.9
2020-05-29,12.5,84.6,21.6,1019.6
2020-05-30,12.2,88.7,16,1017
2020-05-31,11.6,78.9,17.2,1015.4
2020-06-01,10.2,94.8,16.5,1015.8
2020-06-02,12.2,87.8,18.1,1013
2020-06-03,12.5,84.9,17.8,1009.3
2020-06-04,17.5,63.2,19.9,1007
2020-06-05,18.8,53.4,25.3,1005.2
2020-06-06,18.1,71,17.6,1008.5
2020-06-07,20,71.6,10,1008.7
2020-06-08,18.9,78.2,17.6,1010.1
2020-06-09,16.9,91,14.2,1010.8
2020-06-10,16.9,86.7,15.5,1011
2020-06-11,16,87.5,10.8,1011
2020-06-12,17.5,76,17.5,1010.8
2020-06-13,20.1,65,17.2,1010.9
2020-06-14,20.8,70.2,15.6,1009.4
2020-06-15,17.6,86.1,17.7,1011.4
2020-06-16,16.7,91.7,17.6,1011.3
2020-06-17,17.2,86.2,15.9,1009.9
2020-06-18,18.5,82.4,24.3,1011.2
2020-06-19,19.3,73.2,12.8,1014.6
2020-06-20,16.8,86.6,18.3,1015
2020-06-21,14.7,93.6,18.9,1012.9
2020-06-22,15.3,98.1,20.4,1012.4
2020-06-23,16.3,91.8,22.8,1015.6
2020-06-24,18.8,72.1,14.2,1021
2020-06-25,20.1,74.1,14.2,1021.6
2020-06-26,22.5,75.7,15,1019.7
2020-06-27,23.7,73.3,14.3,1017.8
2020-06-28,23.9,70.2,7.6,1016.7
2020-06-29,24.5,67.6,28.1,1013.3
2020-06-30,21.1,70.1,18.6,1016.1
2020-07-01,23.9,65.4,14.2,1014.5
2020-07-02,24.1,74.1,12.7,1012.3
2020-07-03,21.5,79.4,23.4,1013.5
2020-07-04,20.8,75.9,14,1017.3
2020-07-05,21.3,76.6,11.7,1016.8
2020-07-06,22.4,69.5,9.4,1012.1
2020-07-07,15.9,80.2,35.9,1016.1
2020-07-08,17,70.8,9.2,1019.3
2020-07-09,20,64.3,10.7,1020.3
2020-07-10,22.8,62.7,17,1017.7
2020-07-11,24.7,61.3,14.2,1015.3
2020-07-12,16.5,81.2,25.3,1021.8
2020-07-13,16.2,64.9,12.9,1021.8
2020-07-14,16.5,62.4,8.2,1017.4
2020-07-15,18.8,62.8,13.5,1015
2020-07-16,19.7,67.1,14.7,1014.8
2020-07-17,16,85.9,23.4,1014.8
2020-07-18,14.8,89.7,11.1,1015.8
2020-07-19,15.5,87.1,11.8,1015.5
2020-07-20,18.8,80.1,13.3,1018
2020-07-21,21.1,74.7,8,1020.9
2020-07-22,22.7,68.4,8.5,1019.5
2020-07-23,21.6,77.6,14.3,1015.7
2020-07-24,21.9,79.1,12.8,1013
2020-07-25,19.7,89.3,14.9,1011
2020-07-26,20.4,83.7,12.1,1014.6
2020-07-27,21.9,76.8,14.8,1018.4
2020-07-28,22.5,67.8,8,1018.4
2020-07-29,24.1,63.7,8.9,1017.9
2020-07-30,25.4,66.6,10.7,1019.1
2020-07-31,25.8,73.2,8,1016.8
2020-08-01,24.5,63.6,14.7,1014.5
2020-08-02,21.8,58.7,11.5,1014.5
2020-08-03,23.5,62.6,17.8,1010.2
2020-08-04,24.8,59.1,16.9,1007.8
2020-08-05,17.9,93.2,20.8,1013.2
2020-08-06,19.5,87.5,12,1016.3
2020-08-07,21,80.2,16,1017.8
2020-08-08,20.3,87.5,16.9,1019.1
2020-08-09,21.9,82.9,14.6,1017.7
2020-08-10,22.4,78.1,9.7,1017.1
2020-08-11,23.5,75.5,9.2,1018
2020-08-12,22,78.8,9,1018.7
2020-08-13,22.8,70.4,10.6,1018.2
2020-08-14,23.2,74.4,9.7,1015
2020-08-15,19.8,89.6,13.9,1014.1
2020-08-16,20.3,83.7,12.2,1015
2020-08-17,21.8,80.6,18.1,1013.8
2020-08-18,19.9,85.3,17.9,1012
2020-08-19,18.9,84.5,17.4,1011.6
2020-08-20,19.9,75.8,17.9,1015.1
